# n_ref,930
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,2
0.4,0.5,18
0.5,0.6,27
0.6,0.7,46
0.7,0.8,50
0.8,0.9,62
0.9,1.0,65
1.0,1.1,73
1.1,1.2,102
1.2,1.3,103
1.3,1.4,137
1.4,1.5,130
1.5,1.6,141
1.6,1.7,166
1.7,1.8,182
1.8,1.9,187
1.9,2.0,223
2.0,2.1,239
2.1,2.2,241
2.2,2.3,246
2.3,2.4,287
2.4,2.5,256
2.5,2.6,333
2.6,2.7,308
2.7,2.8,350
2.8,2.9,366
2.9,3.0,363
3.0,3.1,385
3.1,3.2,406
3.2,3.3,415
3.3,3.4,435
3.4,3.5,423
3.5,3.6,413
3.6,3.7,489
3.7,3.8,467
3.8,3.9,464
3.9,4.0,532
4.0,4.1,540
4.1,4.2,547
4.2,4.3,520
4.3,4.4,560
4.4,4.5,597
4.5,4.6,558
4.6,4.7,580
4.7,4.8,622
4.8,4.9,651
4.9,5.0,683
