# n_ref,178
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,177
0.1,0.2,0
0.2,0.3,1
0.3,0.4,18
0.4,0.5,17
0.5,0.6,21
0.6,0.7,38
0.7,0.8,53
0.8,0.9,49
0.9,1.0,64
1.0,1.1,95
1.1,1.2,108
1.2,1.3,106
1.3,1.4,108
1.4,1.5,122
1.5,1.6,139
1.6,1.7,140
1.7,1.8,143
1.8,1.9,166
1.9,2.0,170
2.0,2.1,160
2.1,2.2,187
2.2,2.3,210
2.3,2.4,239
2.4,2.5,230
2.5,2.6,247
2.6,2.7,245
2.7,2.8,250
2.8,2.9,271
2.9,3.0,250
3.0,3.1,261
3.1,3.2,284
3.2,3.3,291
3.3,3.4,301
3.4,3.5,330
3.5,3.6,289
3.6,3.7,299
3.7,3.8,332
3.8,3.9,315
3.9,4.0,329
4.0,4.1,335
4.1,4.2,364
4.2,4.3,357
4.3,4.4,388
4.4,4.5,370
4.5,4.6,414
4.6,4.7,396
4.7,4.8,409
4.8,4.9,424
4.9,5.0,462
