# n_ref,691
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,2
0.4,0.5,6
0.5,0.6,15
0.6,0.7,24
0.7,0.8,37
0.8,0.9,43
0.9,1.0,50
1.0,1.1,64
1.1,1.2,74
1.2,1.3,91
1.3,1.4,96
1.4,1.5,117
1.5,1.6,115
1.6,1.7,140
1.7,1.8,127
1.8,1.9,166
1.9,2.0,157
2.0,2.1,165
2.1,2.2,178
2.2,2.3,221
2.3,2.4,211
2.4,2.5,216
2.5,2.6,226
2.6,2.7,234
2.7,2.8,226
2.8,2.9,274
2.9,3.0,270
3.0,3.1,295
3.1,3.2,265
3.2,3.3,305
3.3,3.4,340
3.4,3.5,311
3.5,3.6,339
3.6,3.7,353
3.7,3.8,349
3.8,3.9,395
3.9,4.0,369
4.0,4.1,374
4.1,4.2,388
4.2,4.3,399
4.3,4.4,427
4.4,4.5,426
4.5,4.6,451
4.6,4.7,397
4.7,4.8,427
4.8,4.9,459
4.9,5.0,467
