# n_ref,1046
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,51
0.2,0.3,284
0.3,0.4,403
0.4,0.5,532
0.5,0.6,666
0.6,0.7,754
0.7,0.8,943
0.8,0.9,1024
0.9,1.0,1093
1.0,1.1,1145
1.1,1.2,1267
1.2,1.3,1424
1.3,1.4,1490
1.4,1.5,1547
1.5,1.6,1625
1.6,1.7,1701
1.7,1.8,1803
1.8,1.9,1913
1.9,2.0,1934
2.0,2.1,2008
2.1,2.2,2140
2.2,2.3,2221
2.3,2.4,2282
2.4,2.5,2438
2.5,2.6,2480
2.6,2.7,2553
2.7,2.8,2666
2.8,2.9,2653
2.9,3.0,2711
3.0,3.1,2808
3.1,3.2,2882
3.2,3.3,2929
3.3,3.4,3085
3.4,3.5,3062
3.5,3.6,3194
3.6,3.7,3204
3.7,3.8,3364
3.8,3.9,3425
3.9,4.0,3525
4.0,4.1,3587
4.1,4.2,3613
4.2,4.3,3774
4.3,4.4,3768
4.4,4.5,3893
4.5,4.6,4166
4.6,4.7,3997
4.7,4.8,4191
4.8,4.9,4324
4.9,5.0,4343
