# n_ref,276
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,270
0.1,0.2,0
0.2,0.3,6
0.3,0.4,12
0.4,0.5,42
0.5,0.6,27
0.6,0.7,37
0.7,0.8,50
0.8,0.9,64
0.9,1.0,79
1.0,1.1,95
1.1,1.2,84
1.2,1.3,121
1.3,1.4,134
1.4,1.5,153
1.5,1.6,148
1.6,1.7,142
1.7,1.8,170
1.8,1.9,186
1.9,2.0,194
2.0,2.1,195
2.1,2.2,208
2.2,2.3,225
2.3,2.4,213
2.4,2.5,262
2.5,2.6,246
2.6,2.7,251
2.7,2.8,288
2.8,2.9,259
2.9,3.0,312
3.0,3.1,305
3.1,3.2,283
3.2,3.3,276
3.3,3.4,282
3.4,3.5,319
3.5,3.6,345
3.6,3.7,328
3.7,3.8,346
3.8,3.9,358
3.9,4.0,379
4.0,4.1,354
4.1,4.2,364
4.2,4.3,388
4.3,4.4,422
4.4,4.5,401
4.5,4.6,419
4.6,4.7,404
4.7,4.8,408
4.8,4.9,458
4.9,5.0,508
