# n_ref,313
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,302
0.1,0.2,1
0.2,0.3,0
0.3,0.4,9
0.4,0.5,29
0.5,0.6,11
0.6,0.7,37
0.7,0.8,35
0.8,0.9,30
0.9,1.0,71
1.0,1.1,63
1.1,1.2,69
1.2,1.3,78
1.3,1.4,94
1.4,1.5,96
1.5,1.6,123
1.6,1.7,122
1.7,1.8,112
1.8,1.9,132
1.9,2.0,134
2.0,2.1,127
2.1,2.2,117
2.2,2.3,161
2.3,2.4,149
2.4,2.5,163
2.5,2.6,165
2.6,2.7,173
2.7,2.8,193
2.8,2.9,177
2.9,3.0,219
3.0,3.1,199
3.1,3.2,189
3.2,3.3,224
3.3,3.4,201
3.4,3.5,205
3.5,3.6,221
3.6,3.7,226
3.7,3.8,229
3.8,3.9,244
3.9,4.0,267
4.0,4.1,270
4.1,4.2,250
4.2,4.3,268
4.3,4.4,293
4.4,4.5,325
4.5,4.6,291
4.6,4.7,262
4.7,4.8,306
4.8,4.9,315
4.9,5.0,306
