# n_ref,770
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,5
0.4,0.5,9
0.5,0.6,10
0.6,0.7,18
0.7,0.8,23
0.8,0.9,35
0.9,1.0,41
1.0,1.1,67
1.1,1.2,63
1.2,1.3,82
1.3,1.4,100
1.4,1.5,81
1.5,1.6,133
1.6,1.7,177
1.7,1.8,165
1.8,1.9,154
1.9,2.0,181
2.0,2.1,210
2.1,2.2,199
2.2,2.3,216
2.3,2.4,233
2.4,2.5,255
2.5,2.6,286
2.6,2.7,273
2.7,2.8,327
2.8,2.9,319
2.9,3.0,364
3.0,3.1,352
3.1,3.2,342
3.2,3.3,340
3.3,3.4,398
3.4,3.5,399
3.5,3.6,417
3.6,3.7,423
3.7,3.8,469
3.8,3.9,465
3.9,4.0,488
4.0,4.1,499
4.1,4.2,474
4.2,4.3,537
4.3,4.4,506
4.4,4.5,506
4.5,4.6,503
4.6,4.7,572
4.7,4.8,560
4.8,4.9,594
4.9,5.0,623
