# n_ref,257
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,252
0.1,0.2,1
0.2,0.3,7
0.3,0.4,6
0.4,0.5,33
0.5,0.6,42
0.6,0.7,46
0.7,0.8,43
0.8,0.9,59
0.9,1.0,79
1.0,1.1,90
1.1,1.2,121
1.2,1.3,99
1.3,1.4,123
1.4,1.5,127
1.5,1.6,146
1.6,1.7,154
1.7,1.8,168
1.8,1.9,168
1.9,2.0,197
2.0,2.1,170
2.1,2.2,191
2.2,2.3,195
2.3,2.4,192
2.4,2.5,200
2.5,2.6,211
2.6,2.7,226
2.7,2.8,247
2.8,2.9,227
2.9,3.0,256
3.0,3.1,310
3.1,3.2,271
3.2,3.3,276
3.3,3.4,294
3.4,3.5,337
3.5,3.6,315
3.6,3.7,312
3.7,3.8,328
3.8,3.9,337
3.9,4.0,390
4.0,4.1,321
4.1,4.2,387
4.2,4.3,386
4.3,4.4,394
4.4,4.5,353
4.5,4.6,442
4.6,4.7,419
4.7,4.8,434
4.8,4.9,436
4.9,5.0,462
