# n_ref,473
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,35
0.3,0.4,65
0.4,0.5,113
0.5,0.6,140
0.6,0.7,159
0.7,0.8,176
0.8,0.9,238
0.9,1.0,295
1.0,1.1,282
1.1,1.2,305
1.2,1.3,334
1.3,1.4,366
1.4,1.5,389
1.5,1.6,402
1.6,1.7,441
1.7,1.8,478
1.8,1.9,500
1.9,2.0,488
2.0,2.1,590
2.1,2.2,583
2.2,2.3,621
2.3,2.4,591
2.4,2.5,656
2.5,2.6,669
2.6,2.7,762
2.7,2.8,706
2.8,2.9,693
2.9,3.0,746
3.0,3.1,822
3.1,3.2,843
3.2,3.3,878
3.3,3.4,905
3.4,3.5,919
3.5,3.6,951
3.6,3.7,998
3.7,3.8,995
3.8,3.9,999
3.9,4.0,987
4.0,4.1,1019
4.1,4.2,1089
4.2,4.3,1039
4.3,4.4,1097
4.4,4.5,1128
4.5,4.6,1106
4.6,4.7,1213
4.7,4.8,1232
4.8,4.9,1185
4.9,5.0,1194
