# n_ref,870
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,20
0.2,0.3,163
0.3,0.4,230
0.4,0.5,326
0.5,0.6,506
0.6,0.7,547
0.7,0.8,574
0.8,0.9,633
0.9,1.0,707
1.0,1.1,807
1.1,1.2,943
1.2,1.3,1133
1.3,1.4,1115
1.4,1.5,1161
1.5,1.6,1196
1.6,1.7,1151
1.7,1.8,1262
1.8,1.9,1298
1.9,2.0,1405
2.0,2.1,1476
2.1,2.2,1467
2.2,2.3,1635
2.3,2.4,1668
2.4,2.5,1683
2.5,2.6,1735
2.6,2.7,1875
2.7,2.8,1905
2.8,2.9,1873
2.9,3.0,1982
3.0,3.1,2013
3.1,3.2,2048
3.2,3.3,2163
3.3,3.4,2214
3.4,3.5,2186
3.5,3.6,2310
3.6,3.7,2386
3.7,3.8,2418
3.8,3.9,2385
3.9,4.0,2493
4.0,4.1,2607
4.1,4.2,2620
4.2,4.3,2702
4.3,4.4,2785
4.4,4.5,2760
4.5,4.6,2768
4.6,4.7,2958
4.7,4.8,2914
4.8,4.9,2998
4.9,5.0,3078
