# n_ref,840
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,18
0.2,0.3,103
0.3,0.4,172
0.4,0.5,214
0.5,0.6,335
0.6,0.7,373
0.7,0.8,454
0.8,0.9,514
0.9,1.0,554
1.0,1.1,602
1.1,1.2,755
1.2,1.3,872
1.3,1.4,869
1.4,1.5,910
1.5,1.6,974
1.6,1.7,970
1.7,1.8,1120
1.8,1.9,1072
1.9,2.0,1181
2.0,2.1,1266
2.1,2.2,1217
2.2,2.3,1283
2.3,2.4,1414
2.4,2.5,1481
2.5,2.6,1492
2.6,2.7,1565
2.7,2.8,1606
2.8,2.9,1685
2.9,3.0,1692
3.0,3.1,1810
3.1,3.2,1777
3.2,3.3,1856
3.3,3.4,1949
3.4,3.5,1933
3.5,3.6,2006
3.6,3.7,2036
3.7,3.8,2136
3.8,3.9,2159
3.9,4.0,2221
4.0,4.1,2280
4.1,4.2,2338
4.2,4.3,2345
4.3,4.4,2418
4.4,4.5,2413
4.5,4.6,2558
4.6,4.7,2561
4.7,4.8,2642
4.8,4.9,2735
4.9,5.0,2786
