# n_ref,559
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,10
0.2,0.3,23
0.3,0.4,47
0.4,0.5,49
0.5,0.6,72
0.6,0.7,68
0.7,0.8,104
0.8,0.9,114
0.9,1.0,131
1.0,1.1,157
1.1,1.2,173
1.2,1.3,211
1.3,1.4,237
1.4,1.5,261
1.5,1.6,349
1.6,1.7,344
1.7,1.8,401
1.8,1.9,400
1.9,2.0,439
2.0,2.1,494
2.1,2.2,450
2.2,2.3,489
2.3,2.4,534
2.4,2.5,550
2.5,2.6,596
2.6,2.7,596
2.7,2.8,655
2.8,2.9,638
2.9,3.0,633
3.0,3.1,704
3.1,3.2,668
3.2,3.3,671
3.3,3.4,676
3.4,3.5,700
3.5,3.6,745
3.6,3.7,767
3.7,3.8,807
3.8,3.9,767
3.9,4.0,772
4.0,4.1,797
4.1,4.2,859
4.2,4.3,950
4.3,4.4,844
4.4,4.5,854
4.5,4.6,932
4.6,4.7,955
4.7,4.8,956
4.8,4.9,984
4.9,5.0,1007
