# n_ref,833
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,0
0.4,0.5,0
0.5,0.6,2
0.6,0.7,2
0.7,0.8,9
0.8,0.9,15
0.9,1.0,22
1.0,1.1,24
1.1,1.2,21
1.2,1.3,30
1.3,1.4,44
1.4,1.5,36
1.5,1.6,36
1.6,1.7,51
1.7,1.8,64
1.8,1.9,51
1.9,2.0,69
2.0,2.1,64
2.1,2.2,73
2.2,2.3,86
2.3,2.4,88
2.4,2.5,100
2.5,2.6,78
2.6,2.7,108
2.7,2.8,124
2.8,2.9,125
2.9,3.0,142
3.0,3.1,145
3.1,3.2,145
3.2,3.3,142
3.3,3.4,152
3.4,3.5,137
3.5,3.6,161
3.6,3.7,178
3.7,3.8,150
3.8,3.9,167
3.9,4.0,187
4.0,4.1,163
4.1,4.2,192
4.2,4.3,184
4.3,4.4,205
4.4,4.5,191
4.5,4.6,212
4.6,4.7,195
4.7,4.8,242
4.8,4.9,210
4.9,5.0,208
