# n_ref,201
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,197
0.1,0.2,0
0.2,0.3,0
0.3,0.4,3
0.4,0.5,6
0.5,0.6,25
0.6,0.7,18
0.7,0.8,19
0.8,0.9,30
0.9,1.0,45
1.0,1.1,65
1.1,1.2,119
1.2,1.3,179
1.3,1.4,142
1.4,1.5,148
1.5,1.6,179
1.6,1.7,157
1.7,1.8,176
1.8,1.9,186
1.9,2.0,203
2.0,2.1,245
2.1,2.2,243
2.2,2.3,243
2.3,2.4,250
2.4,2.5,281
2.5,2.6,313
2.6,2.7,293
2.7,2.8,326
2.8,2.9,332
2.9,3.0,311
3.0,3.1,320
3.1,3.2,376
3.2,3.3,307
3.3,3.4,365
3.4,3.5,378
3.5,3.6,349
3.6,3.7,418
3.7,3.8,389
3.8,3.9,399
3.9,4.0,410
4.0,4.1,414
4.1,4.2,417
4.2,4.3,425
4.3,4.4,449
4.4,4.5,454
4.5,4.6,458
4.6,4.7,461
4.7,4.8,463
4.8,4.9,471
4.9,5.0,505
