# n_ref,922
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,1
0.4,0.5,17
0.5,0.6,20
0.6,0.7,50
0.7,0.8,45
0.8,0.9,60
0.9,1.0,66
1.0,1.1,82
1.1,1.2,88
1.2,1.3,81
1.3,1.4,130
1.4,1.5,137
1.5,1.6,149
1.6,1.7,147
1.7,1.8,191
1.8,1.9,185
1.9,2.0,188
2.0,2.1,201
2.1,2.2,237
2.2,2.3,259
2.3,2.4,230
2.4,2.5,242
2.5,2.6,296
2.6,2.7,251
2.7,2.8,331
2.8,2.9,303
2.9,3.0,344
3.0,3.1,330
3.1,3.2,382
3.2,3.3,396
3.3,3.4,385
3.4,3.5,385
3.5,3.6,405
3.6,3.7,423
3.7,3.8,452
3.8,3.9,444
3.9,4.0,479
4.0,4.1,484
4.1,4.2,497
4.2,4.3,497
4.3,4.4,496
4.4,4.5,540
4.5,4.6,530
4.6,4.7,615
4.7,4.8,609
4.8,4.9,570
4.9,5.0,565
