# n_ref,243
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,236
0.1,0.2,0
0.2,0.3,1
0.3,0.4,4
0.4,0.5,9
0.5,0.6,37
0.6,0.7,26
0.7,0.8,32
0.8,0.9,34
0.9,1.0,53
1.0,1.1,90
1.1,1.2,142
1.2,1.3,177
1.3,1.4,183
1.4,1.5,183
1.5,1.6,192
1.6,1.7,171
1.7,1.8,192
1.8,1.9,210
1.9,2.0,228
2.0,2.1,243
2.1,2.2,245
2.2,2.3,262
2.3,2.4,291
2.4,2.5,328
2.5,2.6,336
2.6,2.7,326
2.7,2.8,368
2.8,2.9,333
2.9,3.0,374
3.0,3.1,379
3.1,3.2,371
3.2,3.3,382
3.3,3.4,397
3.4,3.5,410
3.5,3.6,427
3.6,3.7,430
3.7,3.8,452
3.8,3.9,465
3.9,4.0,460
4.0,4.1,509
4.1,4.2,556
4.2,4.3,534
4.3,4.4,519
4.4,4.5,574
4.5,4.6,524
4.6,4.7,562
4.7,4.8,528
4.8,4.9,607
4.9,5.0,595
