# n_ref,230
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,226
0.1,0.2,0
0.2,0.3,2
0.3,0.4,10
0.4,0.5,8
0.5,0.6,10
0.6,0.7,20
0.7,0.8,34
0.8,0.9,30
0.9,1.0,44
1.0,1.1,65
1.1,1.2,71
1.2,1.3,68
1.3,1.4,103
1.4,1.5,78
1.5,1.6,93
1.6,1.7,94
1.7,1.8,119
1.8,1.9,113
1.9,2.0,132
2.0,2.1,139
2.1,2.2,143
2.2,2.3,154
2.3,2.4,158
2.4,2.5,168
2.5,2.6,165
2.6,2.7,182
2.7,2.8,162
2.8,2.9,206
2.9,3.0,199
3.0,3.1,204
3.1,3.2,195
3.2,3.3,187
3.3,3.4,202
3.4,3.5,199
3.5,3.6,220
3.6,3.7,208
3.7,3.8,227
3.8,3.9,250
3.9,4.0,231
4.0,4.1,219
4.1,4.2,253
4.2,4.3,265
4.3,4.4,260
4.4,4.5,252
4.5,4.6,265
4.6,4.7,274
4.7,4.8,273
4.8,4.9,277
4.9,5.0,295
