# n_ref,312
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,3
0.2,0.3,9
0.3,0.4,43
0.4,0.5,47
0.5,0.6,61
0.6,0.7,84
0.7,0.8,102
0.8,0.9,139
0.9,1.0,163
1.0,1.1,227
1.1,1.2,219
1.2,1.3,260
1.3,1.4,291
1.4,1.5,340
1.5,1.6,410
1.6,1.7,416
1.7,1.8,480
1.8,1.9,475
1.9,2.0,504
2.0,2.1,566
2.1,2.2,566
2.2,2.3,543
2.3,2.4,584
2.4,2.5,616
2.5,2.6,728
2.6,2.7,625
2.7,2.8,681
2.8,2.9,663
2.9,3.0,733
3.0,3.1,761
3.1,3.2,754
3.2,3.3,783
3.3,3.4,864
3.4,3.5,829
3.5,3.6,819
3.6,3.7,834
3.7,3.8,856
3.8,3.9,931
3.9,4.0,947
4.0,4.1,910
4.1,4.2,998
4.2,4.3,949
4.3,4.4,991
4.4,4.5,1092
4.5,4.6,1079
4.6,4.7,1114
4.7,4.8,1155
4.8,4.9,1144
4.9,5.0,1203
