# n_ref,1013
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,77
0.2,0.3,402
0.3,0.4,656
0.4,0.5,811
0.5,0.6,999
0.6,0.7,1177
0.7,0.8,1353
0.8,0.9,1598
0.9,1.0,1730
1.0,1.1,1866
1.1,1.2,2011
1.2,1.3,2245
1.3,1.4,2388
1.4,1.5,2462
1.5,1.6,2785
1.6,1.7,2806
1.7,1.8,2999
1.8,1.9,3094
1.9,2.0,3197
2.0,2.1,3441
2.1,2.2,3573
2.2,2.3,3802
2.3,2.4,3923
2.4,2.5,4084
2.5,2.6,4152
2.6,2.7,4367
2.7,2.8,4457
2.8,2.9,4675
2.9,3.0,4651
3.0,3.1,4851
3.1,3.2,5075
3.2,3.3,5120
3.3,3.4,5229
3.4,3.5,5369
3.5,3.6,5612
3.6,3.7,5728
3.7,3.8,5764
3.8,3.9,6000
3.9,4.0,5940
4.0,4.1,6167
4.1,4.2,6315
4.2,4.3,6429
4.3,4.4,6561
4.4,4.5,6644
4.5,4.6,6926
4.6,4.7,6805
4.7,4.8,7087
4.8,4.9,7126
4.9,5.0,7229
