# n_ref,1196
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,1
0.3,0.4,0
0.4,0.5,10
0.5,0.6,24
0.6,0.7,39
0.7,0.8,51
0.8,0.9,65
0.9,1.0,80
1.0,1.1,91
1.1,1.2,136
1.2,1.3,139
1.3,1.4,142
1.4,1.5,155
1.5,1.6,180
1.6,1.7,199
1.7,1.8,241
1.8,1.9,229
1.9,2.0,255
2.0,2.1,298
2.1,2.2,288
2.2,2.3,326
2.3,2.4,366
2.4,2.5,351
2.5,2.6,402
2.6,2.7,391
2.7,2.8,431
2.8,2.9,395
2.9,3.0,469
3.0,3.1,458
3.1,3.2,482
3.2,3.3,549
3.3,3.4,502
3.4,3.5,539
3.5,3.6,511
3.6,3.7,534
3.7,3.8,579
3.8,3.9,611
3.9,4.0,653
4.0,4.1,617
4.1,4.2,672
4.2,4.3,677
4.3,4.4,697
4.4,4.5,713
4.5,4.6,719
4.6,4.7,697
4.7,4.8,742
4.8,4.9,766
4.9,5.0,737
