# n_ref,104
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,102
0.1,0.2,0
0.2,0.3,0
0.3,0.4,9
0.4,0.5,15
0.5,0.6,18
0.6,0.7,32
0.7,0.8,50
0.8,0.9,53
0.9,1.0,68
1.0,1.1,83
1.1,1.2,99
1.2,1.3,116
1.3,1.4,130
1.4,1.5,132
1.5,1.6,149
1.6,1.7,170
1.7,1.8,175
1.8,1.9,200
1.9,2.0,180
2.0,2.1,206
2.1,2.2,189
2.2,2.3,254
2.3,2.4,251
2.4,2.5,221
2.5,2.6,248
2.6,2.7,268
2.7,2.8,279
2.8,2.9,275
2.9,3.0,285
3.0,3.1,294
3.1,3.2,309
3.2,3.3,320
3.3,3.4,322
3.4,3.5,323
3.5,3.6,376
3.6,3.7,374
3.7,3.8,417
3.8,3.9,340
3.9,4.0,412
4.0,4.1,414
4.1,4.2,394
4.2,4.3,423
4.3,4.4,442
4.4,4.5,443
4.5,4.6,456
4.6,4.7,503
4.7,4.8,475
4.8,4.9,467
4.9,5.0,450
