# n_ref,119
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,0
0.4,0.5,0
0.5,0.6,0
0.6,0.7,0
0.7,0.8,1
0.8,0.9,0
0.9,1.0,2
1.0,1.1,5
1.1,1.2,5
1.2,1.3,1
1.3,1.4,12
1.4,1.5,6
1.5,1.6,3
1.6,1.7,7
1.7,1.8,6
1.8,1.9,7
1.9,2.0,13
2.0,2.1,13
2.1,2.2,8
2.2,2.3,14
2.3,2.4,16
2.4,2.5,25
2.5,2.6,15
2.6,2.7,18
2.7,2.8,12
2.8,2.9,18
2.9,3.0,17
3.0,3.1,18
3.1,3.2,28
3.2,3.3,23
3.3,3.4,20
3.4,3.5,23
3.5,3.6,22
3.6,3.7,22
3.7,3.8,29
3.8,3.9,37
3.9,4.0,36
4.0,4.1,32
4.1,4.2,21
4.2,4.3,32
4.3,4.4,29
4.4,4.5,33
4.5,4.6,33
4.6,4.7,25
4.7,4.8,32
4.8,4.9,39
4.9,5.0,44
