# n_ref,889
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,0
0.4,0.5,0
0.5,0.6,4
0.6,0.7,8
0.7,0.8,18
0.8,0.9,19
0.9,1.0,30
1.0,1.1,18
1.1,1.2,35
1.2,1.3,32
1.3,1.4,56
1.4,1.5,65
1.5,1.6,52
1.6,1.7,54
1.7,1.8,59
1.8,1.9,77
1.9,2.0,103
2.0,2.1,89
2.1,2.2,93
2.2,2.3,105
2.3,2.4,132
2.4,2.5,106
2.5,2.6,134
2.6,2.7,153
2.7,2.8,150
2.8,2.9,160
2.9,3.0,154
3.0,3.1,161
3.1,3.2,179
3.2,3.3,165
3.3,3.4,195
3.4,3.5,179
3.5,3.6,185
3.6,3.7,207
3.7,3.8,182
3.8,3.9,213
3.9,4.0,219
4.0,4.1,218
4.1,4.2,230
4.2,4.3,232
4.3,4.4,260
4.4,4.5,248
4.5,4.6,249
4.6,4.7,290
4.7,4.8,255
4.8,4.9,300
4.9,5.0,302
