# n_ref,96
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,93
0.1,0.2,1
0.2,0.3,0
0.3,0.4,8
0.4,0.5,10
0.5,0.6,14
0.6,0.7,26
0.7,0.8,45
0.8,0.9,53
0.9,1.0,47
1.0,1.1,70
1.1,1.2,74
1.2,1.3,107
1.3,1.4,112
1.4,1.5,128
1.5,1.6,165
1.6,1.7,174
1.7,1.8,185
1.8,1.9,194
1.9,2.0,159
2.0,2.1,200
2.1,2.2,210
2.2,2.3,290
2.3,2.4,246
2.4,2.5,278
2.5,2.6,265
2.6,2.7,297
2.7,2.8,311
2.8,2.9,296
2.9,3.0,319
3.0,3.1,327
3.1,3.2,331
3.2,3.3,356
3.3,3.4,344
3.4,3.5,370
3.5,3.6,360
3.6,3.7,411
3.7,3.8,374
3.8,3.9,418
3.9,4.0,409
4.0,4.1,430
4.1,4.2,454
4.2,4.3,434
4.3,4.4,457
4.4,4.5,458
4.5,4.6,472
4.6,4.7,501
4.7,4.8,485
4.8,4.9,501
4.9,5.0,530
