# n_ref,593
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,11
0.2,0.3,54
0.3,0.4,93
0.4,0.5,96
0.5,0.6,118
0.6,0.7,121
0.7,0.8,170
0.8,0.9,196
0.9,1.0,233
1.0,1.1,272
1.1,1.2,286
1.2,1.3,314
1.3,1.4,371
1.4,1.5,398
1.5,1.6,439
1.6,1.7,477
1.7,1.8,501
1.8,1.9,566
1.9,2.0,577
2.0,2.1,617
2.1,2.2,595
2.2,2.3,654
2.3,2.4,708
2.4,2.5,760
2.5,2.6,764
2.6,2.7,824
2.7,2.8,794
2.8,2.9,865
2.9,3.0,882
3.0,3.1,841
3.1,3.2,972
3.2,3.3,973
3.3,3.4,971
3.4,3.5,996
3.5,3.6,956
3.6,3.7,1015
3.7,3.8,1010
3.8,3.9,1045
3.9,4.0,1107
4.0,4.1,1144
4.1,4.2,1203
4.2,4.3,1206
4.3,4.4,1222
4.4,4.5,1225
4.5,4.6,1300
4.6,4.7,1276
4.7,4.8,1344
4.8,4.9,1341
4.9,5.0,1385
