# n_ref,102
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,100
0.1,0.2,0
0.2,0.3,1
0.3,0.4,12
0.4,0.5,23
0.5,0.6,23
0.6,0.7,43
0.7,0.8,76
0.8,0.9,95
0.9,1.0,56
1.0,1.1,95
1.1,1.2,119
1.2,1.3,143
1.3,1.4,158
1.4,1.5,159
1.5,1.6,176
1.6,1.7,232
1.7,1.8,234
1.8,1.9,235
1.9,2.0,256
2.0,2.1,248
2.1,2.2,273
2.2,2.3,307
2.3,2.4,290
2.4,2.5,305
2.5,2.6,320
2.6,2.7,359
2.7,2.8,356
2.8,2.9,367
2.9,3.0,393
3.0,3.1,363
3.1,3.2,401
3.2,3.3,370
3.3,3.4,444
3.4,3.5,415
3.5,3.6,457
3.6,3.7,506
3.7,3.8,477
3.8,3.9,483
3.9,4.0,486
4.0,4.1,515
4.1,4.2,514
4.2,4.3,549
4.3,4.4,534
4.4,4.5,542
4.5,4.6,542
4.6,4.7,602
4.7,4.8,595
4.8,4.9,623
4.9,5.0,641
