# n_ref,329
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,4
0.2,0.3,31
0.3,0.4,48
0.4,0.5,66
0.5,0.6,90
0.6,0.7,121
0.7,0.8,133
0.8,0.9,159
0.9,1.0,146
1.0,1.1,231
1.1,1.2,181
1.2,1.3,233
1.3,1.4,244
1.4,1.5,241
1.5,1.6,319
1.6,1.7,292
1.7,1.8,361
1.8,1.9,344
1.9,2.0,365
2.0,2.1,447
2.1,2.2,432
2.2,2.3,401
2.3,2.4,447
2.4,2.5,470
2.5,2.6,526
2.6,2.7,522
2.7,2.8,506
2.8,2.9,579
2.9,3.0,560
3.0,3.1,540
3.1,3.2,548
3.2,3.3,619
3.3,3.4,628
3.4,3.5,661
3.5,3.6,649
3.6,3.7,640
3.7,3.8,724
3.8,3.9,714
3.9,4.0,710
4.0,4.1,736
4.1,4.2,763
4.2,4.3,785
4.3,4.4,851
4.4,4.5,759
4.5,4.6,806
4.6,4.7,821
4.7,4.8,877
4.8,4.9,873
4.9,5.0,873
