# n_ref,334
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,323
0.1,0.2,0
0.2,0.3,3
0.3,0.4,12
0.4,0.5,32
0.5,0.6,22
0.6,0.7,36
0.7,0.8,39
0.8,0.9,47
0.9,1.0,76
1.0,1.1,54
1.1,1.2,76
1.2,1.3,118
1.3,1.4,119
1.4,1.5,136
1.5,1.6,103
1.6,1.7,142
1.7,1.8,141
1.8,1.9,131
1.9,2.0,152
2.0,2.1,148
2.1,2.2,178
2.2,2.3,168
2.3,2.4,171
2.4,2.5,197
2.5,2.6,184
2.6,2.7,181
2.7,2.8,211
2.8,2.9,203
2.9,3.0,234
3.0,3.1,242
3.1,3.2,218
3.2,3.3,234
3.3,3.4,226
3.4,3.5,245
3.5,3.6,283
3.6,3.7,262
3.7,3.8,305
3.8,3.9,289
3.9,4.0,298
4.0,4.1,279
4.1,4.2,354
4.2,4.3,297
4.3,4.4,348
4.4,4.5,335
4.5,4.6,343
4.6,4.7,336
4.7,4.8,349
4.8,4.9,355
4.9,5.0,382
