# n_ref,442
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,4
0.2,0.3,26
0.3,0.4,55
0.4,0.5,54
0.5,0.6,64
0.6,0.7,97
0.7,0.8,133
0.8,0.9,113
0.9,1.0,128
1.0,1.1,175
1.1,1.2,173
1.2,1.3,199
1.3,1.4,208
1.4,1.5,228
1.5,1.6,237
1.6,1.7,261
1.7,1.8,260
1.8,1.9,278
1.9,2.0,310
2.0,2.1,325
2.1,2.2,370
2.2,2.3,339
2.3,2.4,371
2.4,2.5,328
2.5,2.6,384
2.6,2.7,397
2.7,2.8,427
2.8,2.9,415
2.9,3.0,448
3.0,3.1,443
3.1,3.2,486
3.2,3.3,502
3.3,3.4,470
3.4,3.5,468
3.5,3.6,490
3.6,3.7,478
3.7,3.8,514
3.8,3.9,566
3.9,4.0,534
4.0,4.1,564
4.1,4.2,623
4.2,4.3,653
4.3,4.4,621
4.4,4.5,611
4.5,4.6,616
4.6,4.7,679
4.7,4.8,640
4.8,4.9,683
4.9,5.0,686
