# n_ref,412
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,1
0.4,0.5,9
0.5,0.6,17
0.6,0.7,22
0.7,0.8,37
0.8,0.9,48
0.9,1.0,62
1.0,1.1,81
1.1,1.2,74
1.2,1.3,99
1.3,1.4,101
1.4,1.5,105
1.5,1.6,135
1.6,1.7,108
1.7,1.8,114
1.8,1.9,156
1.9,2.0,161
2.0,2.1,164
2.1,2.2,161
2.2,2.3,194
2.3,2.4,182
2.4,2.5,211
2.5,2.6,180
2.6,2.7,209
2.7,2.8,227
2.8,2.9,202
2.9,3.0,233
3.0,3.1,278
3.1,3.2,271
3.2,3.3,272
3.3,3.4,273
3.4,3.5,288
3.5,3.6,282
3.6,3.7,288
3.7,3.8,298
3.8,3.9,302
3.9,4.0,331
4.0,4.1,319
4.1,4.2,323
4.2,4.3,360
4.3,4.4,356
4.4,4.5,341
4.5,4.6,373
4.6,4.7,391
4.7,4.8,403
4.8,4.9,389
4.9,5.0,373
