# n_ref,179
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,173
0.1,0.2,0
0.2,0.3,0
0.3,0.4,3
0.4,0.5,16
0.5,0.6,62
0.6,0.7,56
0.7,0.8,66
0.8,0.9,81
0.9,1.0,125
1.0,1.1,166
1.1,1.2,206
1.2,1.3,263
1.3,1.4,282
1.4,1.5,280
1.5,1.6,319
1.6,1.7,318
1.7,1.8,368
1.8,1.9,405
1.9,2.0,365
2.0,2.1,438
2.1,2.2,419
2.2,2.3,483
2.3,2.4,482
2.4,2.5,505
2.5,2.6,579
2.6,2.7,546
2.7,2.8,564
2.8,2.9,620
2.9,3.0,637
3.0,3.1,637
3.1,3.2,651
3.2,3.3,702
3.3,3.4,742
3.4,3.5,640
3.5,3.6,705
3.6,3.7,741
3.7,3.8,775
3.8,3.9,840
3.9,4.0,779
4.0,4.1,792
4.1,4.2,877
4.2,4.3,836
4.3,4.4,813
4.4,4.5,889
4.5,4.6,874
4.6,4.7,942
4.7,4.8,922
4.8,4.9,963
4.9,5.0,923
