# n_ref,339
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,10
0.3,0.4,25
0.4,0.5,38
0.5,0.6,55
0.6,0.7,61
0.7,0.8,74
0.8,0.9,92
0.9,1.0,103
1.0,1.1,171
1.1,1.2,194
1.2,1.3,186
1.3,1.4,223
1.4,1.5,269
1.5,1.6,283
1.6,1.7,333
1.7,1.8,351
1.8,1.9,358
1.9,2.0,357
2.0,2.1,431
2.1,2.2,414
2.2,2.3,436
2.3,2.4,424
2.4,2.5,459
2.5,2.6,480
2.6,2.7,483
2.7,2.8,505
2.8,2.9,526
2.9,3.0,557
3.0,3.1,555
3.1,3.2,572
3.2,3.3,563
3.3,3.4,577
3.4,3.5,582
3.5,3.6,610
3.6,3.7,657
3.7,3.8,673
3.8,3.9,669
3.9,4.0,699
4.0,4.1,709
4.1,4.2,725
4.2,4.3,741
4.3,4.4,841
4.4,4.5,787
4.5,4.6,820
4.6,4.7,786
4.7,4.8,808
4.8,4.9,887
4.9,5.0,792
