# n_ref,381
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,8
0.2,0.3,29
0.3,0.4,45
0.4,0.5,43
0.5,0.6,80
0.6,0.7,89
0.7,0.8,105
0.8,0.9,115
0.9,1.0,131
1.0,1.1,133
1.1,1.2,170
1.2,1.3,190
1.3,1.4,207
1.4,1.5,214
1.5,1.6,245
1.6,1.7,230
1.7,1.8,234
1.8,1.9,280
1.9,2.0,291
2.0,2.1,302
2.1,2.2,328
2.2,2.3,324
2.3,2.4,358
2.4,2.5,360
2.5,2.6,361
2.6,2.7,409
2.7,2.8,408
2.8,2.9,407
2.9,3.0,392
3.0,3.1,418
3.1,3.2,446
3.2,3.3,496
3.3,3.4,464
3.4,3.5,505
3.5,3.6,491
3.6,3.7,500
3.7,3.8,507
3.8,3.9,549
3.9,4.0,563
4.0,4.1,591
4.1,4.2,556
4.2,4.3,581
4.3,4.4,527
4.4,4.5,641
4.5,4.6,602
4.6,4.7,651
4.7,4.8,678
4.8,4.9,652
4.9,5.0,709
