# n_ref,839
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,30
0.2,0.3,141
0.3,0.4,237
0.4,0.5,313
0.5,0.6,448
0.6,0.7,492
0.7,0.8,561
0.8,0.9,647
0.9,1.0,738
1.0,1.1,874
1.1,1.2,965
1.2,1.3,1100
1.3,1.4,1113
1.4,1.5,1228
1.5,1.6,1279
1.6,1.7,1276
1.7,1.8,1373
1.8,1.9,1483
1.9,2.0,1552
2.0,2.1,1576
2.1,2.2,1674
2.2,2.3,1796
2.3,2.4,1840
2.4,2.5,1913
2.5,2.6,2007
2.6,2.7,2041
2.7,2.8,2122
2.8,2.9,2130
2.9,3.0,2177
3.0,3.1,2387
3.1,3.2,2386
3.2,3.3,2380
3.3,3.4,2469
3.4,3.5,2571
3.5,3.6,2535
3.6,3.7,2643
3.7,3.8,2668
3.8,3.9,2756
3.9,4.0,2881
4.0,4.1,2890
4.1,4.2,2924
4.2,4.3,3030
4.3,4.4,3087
4.4,4.5,3113
4.5,4.6,3176
4.6,4.7,3287
4.7,4.8,3319
4.8,4.9,3468
4.9,5.0,3473
