# n_ref,442
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,10
0.2,0.3,33
0.3,0.4,45
0.4,0.5,65
0.5,0.6,78
0.6,0.7,106
0.7,0.8,119
0.8,0.9,134
0.9,1.0,148
1.0,1.1,177
1.1,1.2,207
1.2,1.3,191
1.3,1.4,230
1.4,1.5,193
1.5,1.6,287
1.6,1.7,250
1.7,1.8,296
1.8,1.9,324
1.9,2.0,275
2.0,2.1,344
2.1,2.2,368
2.2,2.3,358
2.3,2.4,365
2.4,2.5,361
2.5,2.6,398
2.6,2.7,398
2.7,2.8,406
2.8,2.9,468
2.9,3.0,451
3.0,3.1,492
3.1,3.2,441
3.2,3.3,496
3.3,3.4,513
3.4,3.5,470
3.5,3.6,481
3.6,3.7,513
3.7,3.8,545
3.8,3.9,553
3.9,4.0,584
4.0,4.1,559
4.1,4.2,566
4.2,4.3,598
4.3,4.4,616
4.4,4.5,569
4.5,4.6,607
4.6,4.7,649
4.7,4.8,623
4.8,4.9,633
4.9,5.0,651
