# n_ref,836
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,22
0.2,0.3,135
0.3,0.4,227
0.4,0.5,303
0.5,0.6,491
0.6,0.7,423
0.7,0.8,527
0.8,0.9,605
0.9,1.0,683
1.0,1.1,745
1.1,1.2,827
1.2,1.3,993
1.3,1.4,931
1.4,1.5,1010
1.5,1.6,1109
1.6,1.7,1108
1.7,1.8,1138
1.8,1.9,1216
1.9,2.0,1293
2.0,2.1,1358
2.1,2.2,1366
2.2,2.3,1427
2.3,2.4,1448
2.4,2.5,1575
2.5,2.6,1661
2.6,2.7,1635
2.7,2.8,1758
2.8,2.9,1768
2.9,3.0,1834
3.0,3.1,1858
3.1,3.2,2040
3.2,3.3,1925
3.3,3.4,2096
3.4,3.5,2101
3.5,3.6,2170
3.6,3.7,2162
3.7,3.8,2358
3.8,3.9,2298
3.9,4.0,2345
4.0,4.1,2447
4.1,4.2,2426
4.2,4.3,2454
4.3,4.4,2574
4.4,4.5,2577
4.5,4.6,2594
4.6,4.7,2660
4.7,4.8,2709
4.8,4.9,2721
4.9,5.0,2855
