# n_ref,343
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,338
0.1,0.2,1
0.2,0.3,4
0.3,0.4,8
0.4,0.5,43
0.5,0.6,26
0.6,0.7,25
0.7,0.8,28
0.8,0.9,53
0.9,1.0,71
1.0,1.1,97
1.1,1.2,68
1.2,1.3,85
1.3,1.4,90
1.4,1.5,107
1.5,1.6,103
1.6,1.7,127
1.7,1.8,122
1.8,1.9,138
1.9,2.0,137
2.0,2.1,131
2.1,2.2,155
2.2,2.3,182
2.3,2.4,181
2.4,2.5,173
2.5,2.6,173
2.6,2.7,183
2.7,2.8,186
2.8,2.9,176
2.9,3.0,192
3.0,3.1,209
3.1,3.2,235
3.2,3.3,206
3.3,3.4,214
3.4,3.5,239
3.5,3.6,239
3.6,3.7,265
3.7,3.8,261
3.8,3.9,241
3.9,4.0,268
4.0,4.1,268
4.1,4.2,276
4.2,4.3,268
4.3,4.4,309
4.4,4.5,327
4.5,4.6,314
4.6,4.7,285
4.7,4.8,347
4.8,4.9,302
4.9,5.0,333
