# n_ref,683
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,62
0.2,0.3,194
0.3,0.4,348
0.4,0.5,457
0.5,0.6,536
0.6,0.7,691
0.7,0.8,835
0.8,0.9,970
0.9,1.0,963
1.0,1.1,1093
1.1,1.2,1186
1.2,1.3,1301
1.3,1.4,1376
1.4,1.5,1487
1.5,1.6,1591
1.6,1.7,1654
1.7,1.8,1839
1.8,1.9,1855
1.9,2.0,2005
2.0,2.1,2023
2.1,2.2,2040
2.2,2.3,2202
2.3,2.4,2281
2.4,2.5,2459
2.5,2.6,2513
2.6,2.7,2587
2.7,2.8,2687
2.8,2.9,2776
2.9,3.0,2860
3.0,3.1,2865
3.1,3.2,3002
3.2,3.3,2974
3.3,3.4,3268
3.4,3.5,3344
3.5,3.6,3175
3.6,3.7,3426
3.7,3.8,3425
3.8,3.9,3440
3.9,4.0,3582
4.0,4.1,3735
4.1,4.2,3855
4.2,4.3,3851
4.3,4.4,3920
4.4,4.5,4110
4.5,4.6,4138
4.6,4.7,4139
4.7,4.8,4331
4.8,4.9,4458
4.9,5.0,4377
