# n_ref,240
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,239
0.1,0.2,0
0.2,0.3,0
0.3,0.4,0
0.4,0.5,7
0.5,0.6,34
0.6,0.7,33
0.7,0.8,37
0.8,0.9,50
0.9,1.0,57
1.0,1.1,85
1.1,1.2,132
1.2,1.3,206
1.3,1.4,201
1.4,1.5,183
1.5,1.6,172
1.6,1.7,170
1.7,1.8,198
1.8,1.9,218
1.9,2.0,228
2.0,2.1,266
2.1,2.2,272
2.2,2.3,270
2.3,2.4,310
2.4,2.5,340
2.5,2.6,368
2.6,2.7,328
2.7,2.8,324
2.8,2.9,386
2.9,3.0,363
3.0,3.1,386
3.1,3.2,425
3.2,3.3,428
3.3,3.4,449
3.4,3.5,435
3.5,3.6,443
3.6,3.7,431
3.7,3.8,463
3.8,3.9,432
3.9,4.0,462
4.0,4.1,480
4.1,4.2,489
4.2,4.3,559
4.3,4.4,556
4.4,4.5,556
4.5,4.6,594
4.6,4.7,615
4.7,4.8,577
4.8,4.9,638
4.9,5.0,623
