# n_ref,100
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,99
0.1,0.2,0
0.2,0.3,2
0.3,0.4,10
0.4,0.5,9
0.5,0.6,17
0.6,0.7,14
0.7,0.8,43
0.8,0.9,52
0.9,1.0,38
1.0,1.1,54
1.1,1.2,68
1.2,1.3,82
1.3,1.4,98
1.4,1.5,111
1.5,1.6,110
1.6,1.7,115
1.7,1.8,134
1.8,1.9,142
1.9,2.0,147
2.0,2.1,169
2.1,2.2,163
2.2,2.3,159
2.3,2.4,191
2.4,2.5,182
2.5,2.6,185
2.6,2.7,209
2.7,2.8,226
2.8,2.9,213
2.9,3.0,228
3.0,3.1,224
3.1,3.2,224
3.2,3.3,238
3.3,3.4,231
3.4,3.5,227
3.5,3.6,267
3.6,3.7,238
3.7,3.8,265
3.8,3.9,284
3.9,4.0,297
4.0,4.1,289
4.1,4.2,288
4.2,4.3,309
4.3,4.4,303
4.4,4.5,329
4.5,4.6,317
4.6,4.7,347
4.7,4.8,358
4.8,4.9,352
4.9,5.0,371
