# n_ref,1056
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,0
0.4,0.5,0
0.5,0.6,5
0.6,0.7,14
0.7,0.8,20
0.8,0.9,20
0.9,1.0,37
1.0,1.1,22
1.1,1.2,43
1.2,1.3,34
1.3,1.4,58
1.4,1.5,72
1.5,1.6,56
1.6,1.7,57
1.7,1.8,71
1.8,1.9,85
1.9,2.0,115
2.0,2.1,94
2.1,2.2,100
2.2,2.3,111
2.3,2.4,142
2.4,2.5,126
2.5,2.6,152
2.6,2.7,167
2.7,2.8,173
2.8,2.9,180
2.9,3.0,176
3.0,3.1,190
3.1,3.2,198
3.2,3.3,186
3.3,3.4,216
3.4,3.5,206
3.5,3.6,213
3.6,3.7,229
3.7,3.8,209
3.8,3.9,253
3.9,4.0,252
4.0,4.1,247
4.1,4.2,261
4.2,4.3,258
4.3,4.4,288
4.4,4.5,280
4.5,4.6,279
4.6,4.7,331
4.7,4.8,292
4.8,4.9,337
4.9,5.0,336
