# n_ref,565
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,26
0.2,0.3,30
0.3,0.4,79
0.4,0.5,65
0.5,0.6,111
0.6,0.7,164
0.7,0.8,179
0.8,0.9,235
0.9,1.0,248
1.0,1.1,277
1.1,1.2,348
1.2,1.3,362
1.3,1.4,407
1.4,1.5,439
1.5,1.6,511
1.6,1.7,577
1.7,1.8,610
1.8,1.9,641
1.9,2.0,698
2.0,2.1,773
2.1,2.2,740
2.2,2.3,784
2.3,2.4,852
2.4,2.5,924
2.5,2.6,994
2.6,2.7,973
2.7,2.8,969
2.8,2.9,1054
2.9,3.0,1091
3.0,3.1,1078
3.1,3.2,1142
3.2,3.3,1168
3.3,3.4,1221
3.4,3.5,1187
3.5,3.6,1204
3.6,3.7,1279
3.7,3.8,1369
3.8,3.9,1302
3.9,4.0,1350
4.0,4.1,1417
4.1,4.2,1469
4.2,4.3,1449
4.3,4.4,1437
4.4,4.5,1500
4.5,4.6,1511
4.6,4.7,1581
4.7,4.8,1625
4.8,4.9,1579
4.9,5.0,1705
