# n_ref,223
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,217
0.1,0.2,0
0.2,0.3,5
0.3,0.4,17
0.4,0.5,18
0.5,0.6,24
0.6,0.7,33
0.7,0.8,62
0.8,0.9,54
0.9,1.0,69
1.0,1.1,69
1.1,1.2,80
1.2,1.3,91
1.3,1.4,96
1.4,1.5,116
1.5,1.6,118
1.6,1.7,150
1.7,1.8,159
1.8,1.9,152
1.9,2.0,165
2.0,2.1,176
2.1,2.2,160
2.2,2.3,200
2.3,2.4,207
2.4,2.5,210
2.5,2.6,222
2.6,2.7,226
2.7,2.8,223
2.8,2.9,207
2.9,3.0,216
3.0,3.1,223
3.1,3.2,221
3.2,3.3,245
3.3,3.4,267
3.4,3.5,259
3.5,3.6,234
3.6,3.7,277
3.7,3.8,295
3.8,3.9,309
3.9,4.0,322
4.0,4.1,309
4.1,4.2,309
4.2,4.3,302
4.3,4.4,321
4.4,4.5,323
4.5,4.6,304
4.6,4.7,353
4.7,4.8,354
4.8,4.9,354
4.9,5.0,379
