# n_ref,930
n,within_1arcsec,within_3arcsec,within_5arcsec
0,797,222,66
1,78,165,34
2,18,149,33
3,11,143,51
4,13,68,59
5,8,31,76
6,4,22,87
7,1,6,83
8,0,6,87
9,0,10,67
10,0,4,54
11,0,2,27
12,0,4,25
13,0,3,15
14,0,2,10
15,0,2,4
16,0,2,9
17,0,7,5
18,0,2,2
19,0,1,0
20,0,7,3
21,0,5,1
22,0,0,0
23,0,2,3
24,0,1,4
25,0,4,3
26,0,0,3
27,0,6,1
28,0,3,1
29,0,3,1
30,0,48,116
