# n_ref,950
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,0
0.4,0.5,0
0.5,0.6,3
0.6,0.7,7
0.7,0.8,11
0.8,0.9,15
0.9,1.0,24
1.0,1.1,27
1.1,1.2,22
1.2,1.3,30
1.3,1.4,46
1.4,1.5,39
1.5,1.6,37
1.6,1.7,55
1.7,1.8,68
1.8,1.9,58
1.9,2.0,75
2.0,2.1,68
2.1,2.2,81
2.2,2.3,88
2.3,2.4,92
2.4,2.5,107
2.5,2.6,85
2.6,2.7,120
2.7,2.8,128
2.8,2.9,137
2.9,3.0,154
3.0,3.1,157
3.1,3.2,153
3.2,3.3,150
3.3,3.4,163
3.4,3.5,151
3.5,3.6,175
3.6,3.7,190
3.7,3.8,164
3.8,3.9,186
3.9,4.0,205
4.0,4.1,175
4.1,4.2,210
4.2,4.3,199
4.3,4.4,225
4.4,4.5,206
4.5,4.6,234
4.6,4.7,214
4.7,4.8,266
4.8,4.9,235
4.9,5.0,235
