# n_ref,114
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,113
0.1,0.2,0
0.2,0.3,0
0.3,0.4,4
0.4,0.5,6
0.5,0.6,11
0.6,0.7,15
0.7,0.8,29
0.8,0.9,43
0.9,1.0,39
1.0,1.1,51
1.1,1.2,59
1.2,1.3,85
1.3,1.4,75
1.4,1.5,97
1.5,1.6,94
1.6,1.7,117
1.7,1.8,119
1.8,1.9,129
1.9,2.0,123
2.0,2.1,146
2.1,2.2,150
2.2,2.3,160
2.3,2.4,161
2.4,2.5,165
2.5,2.6,177
2.6,2.7,179
2.7,2.8,171
2.8,2.9,182
2.9,3.0,176
3.0,3.1,205
3.1,3.2,213
3.2,3.3,195
3.3,3.4,235
3.4,3.5,218
3.5,3.6,232
3.6,3.7,258
3.7,3.8,219
3.8,3.9,225
3.9,4.0,258
4.0,4.1,277
4.1,4.2,285
4.2,4.3,271
4.3,4.4,298
4.4,4.5,262
4.5,4.6,275
4.6,4.7,291
4.7,4.8,288
4.8,4.9,306
4.9,5.0,309
