# n_ref,336
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,327
0.1,0.2,2
0.2,0.3,2
0.3,0.4,17
0.4,0.5,33
0.5,0.6,26
0.6,0.7,29
0.7,0.8,34
0.8,0.9,60
0.9,1.0,91
1.0,1.1,60
1.1,1.2,73
1.2,1.3,91
1.3,1.4,114
1.4,1.5,113
1.5,1.6,139
1.6,1.7,112
1.7,1.8,134
1.8,1.9,125
1.9,2.0,165
2.0,2.1,138
2.1,2.2,146
2.2,2.3,161
2.3,2.4,162
2.4,2.5,182
2.5,2.6,188
2.6,2.7,201
2.7,2.8,204
2.8,2.9,217
2.9,3.0,246
3.0,3.1,234
3.1,3.2,223
3.2,3.3,255
3.3,3.4,239
3.4,3.5,260
3.5,3.6,221
3.6,3.7,245
3.7,3.8,307
3.8,3.9,283
3.9,4.0,288
4.0,4.1,305
4.1,4.2,287
4.2,4.3,327
4.3,4.4,335
4.4,4.5,335
4.5,4.6,337
4.6,4.7,366
4.7,4.8,367
4.8,4.9,328
4.9,5.0,349
