# n_ref,717
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,53
0.2,0.3,220
0.3,0.4,405
0.4,0.5,534
0.5,0.6,634
0.6,0.7,824
0.7,0.8,977
0.8,0.9,1127
0.9,1.0,1086
1.0,1.1,1279
1.1,1.2,1426
1.2,1.3,1533
1.3,1.4,1609
1.4,1.5,1721
1.5,1.6,1908
1.6,1.7,2001
1.7,1.8,2167
1.8,1.9,2155
1.9,2.0,2284
2.0,2.1,2392
2.1,2.2,2561
2.2,2.3,2689
2.3,2.4,2689
2.4,2.5,2843
2.5,2.6,3102
2.6,2.7,3079
2.7,2.8,3191
2.8,2.9,3336
2.9,3.0,3382
3.0,3.1,3442
3.1,3.2,3621
3.2,3.3,3592
3.3,3.4,3831
3.4,3.5,3855
3.5,3.6,3911
3.6,3.7,4024
3.7,3.8,4266
3.8,3.9,4223
3.9,4.0,4386
4.0,4.1,4429
4.1,4.2,4666
4.2,4.3,4668
4.3,4.4,4696
4.4,4.5,4883
4.5,4.6,4917
4.6,4.7,5144
4.7,4.8,5191
4.8,4.9,5220
4.9,5.0,5410
