# n_ref,283
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,7
0.3,0.4,34
0.4,0.5,31
0.5,0.6,47
0.6,0.7,61
0.7,0.8,75
0.8,0.9,106
0.9,1.0,107
1.0,1.1,166
1.1,1.2,170
1.2,1.3,186
1.3,1.4,227
1.4,1.5,215
1.5,1.6,280
1.6,1.7,308
1.7,1.8,367
1.8,1.9,369
1.9,2.0,383
2.0,2.1,377
2.1,2.2,398
2.2,2.3,378
2.3,2.4,377
2.4,2.5,436
2.5,2.6,477
2.6,2.7,472
2.7,2.8,478
2.8,2.9,429
2.9,3.0,502
3.0,3.1,474
3.1,3.2,545
3.2,3.3,539
3.3,3.4,561
3.4,3.5,564
3.5,3.6,603
3.6,3.7,608
3.7,3.8,612
3.8,3.9,671
3.9,4.0,643
4.0,4.1,656
4.1,4.2,706
4.2,4.3,702
4.3,4.4,684
4.4,4.5,758
4.5,4.6,727
4.6,4.7,799
4.7,4.8,777
4.8,4.9,765
4.9,5.0,801
