# n_ref,705
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,35
0.2,0.3,181
0.3,0.4,311
0.4,0.5,439
0.5,0.6,659
0.6,0.7,661
0.7,0.8,814
0.8,0.9,919
0.9,1.0,1020
1.0,1.1,1221
1.1,1.2,1396
1.2,1.3,1511
1.3,1.4,1654
1.4,1.5,1753
1.5,1.6,1737
1.6,1.7,1847
1.7,1.8,2019
1.8,1.9,2170
1.9,2.0,2303
2.0,2.1,2406
2.1,2.2,2530
2.2,2.3,2623
2.3,2.4,2635
2.4,2.5,2849
2.5,2.6,3024
2.6,2.7,2960
2.7,2.8,3255
2.8,2.9,3261
2.9,3.0,3351
3.0,3.1,3538
3.1,3.2,3474
3.2,3.3,3665
3.3,3.4,3784
3.4,3.5,3724
3.5,3.6,4010
3.6,3.7,4090
3.7,3.8,4217
3.8,3.9,4252
3.9,4.0,4377
4.0,4.1,4459
4.1,4.2,4610
4.2,4.3,4667
4.3,4.4,4807
4.4,4.5,4863
4.5,4.6,4866
4.6,4.7,5187
4.7,4.8,5171
4.8,4.9,5383
4.9,5.0,5355
