# n_ref,897
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,58
0.2,0.3,314
0.3,0.4,484
0.4,0.5,660
0.5,0.6,992
0.6,0.7,1048
0.7,0.8,1190
0.8,0.9,1301
0.9,1.0,1470
1.0,1.1,1723
1.1,1.2,1890
1.2,1.3,2068
1.3,1.4,2271
1.4,1.5,2348
1.5,1.6,2504
1.6,1.7,2657
1.7,1.8,2771
1.8,1.9,2974
1.9,2.0,2901
2.0,2.1,3269
2.1,2.2,3344
2.2,2.3,3440
2.3,2.4,3686
2.4,2.5,3833
2.5,2.6,3965
2.6,2.7,3990
2.7,2.8,4113
2.8,2.9,4257
2.9,3.0,4415
3.0,3.1,4495
3.1,3.2,4563
3.2,3.3,4780
3.3,3.4,4845
3.4,3.5,4934
3.5,3.6,5099
3.6,3.7,5281
3.7,3.8,5386
3.8,3.9,5431
3.9,4.0,5556
4.0,4.1,5756
4.1,4.2,5867
4.2,4.3,5990
4.3,4.4,6014
4.4,4.5,6212
4.5,4.6,6315
4.6,4.7,6455
4.7,4.8,6501
4.8,4.9,6629
4.9,5.0,6621
