# n_ref,1095
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,66
0.2,0.3,279
0.3,0.4,416
0.4,0.5,586
0.5,0.6,679
0.6,0.7,792
0.7,0.8,1058
0.8,0.9,1135
0.9,1.0,1190
1.0,1.1,1237
1.1,1.2,1354
1.2,1.3,1482
1.3,1.4,1572
1.4,1.5,1724
1.5,1.6,1805
1.6,1.7,1904
1.7,1.8,1997
1.8,1.9,2036
1.9,2.0,2155
2.0,2.1,2240
2.1,2.2,2293
2.2,2.3,2524
2.3,2.4,2515
2.4,2.5,2645
2.5,2.6,2783
2.6,2.7,2906
2.7,2.8,2962
2.8,2.9,3053
2.9,3.0,3063
3.0,3.1,3190
3.1,3.2,3393
3.2,3.3,3364
3.3,3.4,3304
3.4,3.5,3541
3.5,3.6,3593
3.6,3.7,3710
3.7,3.8,3852
3.8,3.9,3898
3.9,4.0,3871
4.0,4.1,3961
4.1,4.2,4143
4.2,4.3,4316
4.3,4.4,4353
4.4,4.5,4381
4.5,4.6,4472
4.6,4.7,4587
4.7,4.8,4516
4.8,4.9,4741
4.9,5.0,4707
