# n_ref,951
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,7
0.4,0.5,26
0.5,0.6,39
0.6,0.7,40
0.7,0.8,106
0.8,0.9,112
0.9,1.0,135
1.0,1.1,146
1.1,1.2,139
1.2,1.3,196
1.3,1.4,182
1.4,1.5,247
1.5,1.6,270
1.6,1.7,326
1.7,1.8,298
1.8,1.9,332
1.9,2.0,373
2.0,2.1,417
2.1,2.2,412
2.2,2.3,446
2.3,2.4,412
2.4,2.5,470
2.5,2.6,474
2.6,2.7,517
2.7,2.8,576
2.8,2.9,571
2.9,3.0,564
3.0,3.1,649
3.1,3.2,651
3.2,3.3,687
3.3,3.4,683
3.4,3.5,765
3.5,3.6,714
3.6,3.7,753
3.7,3.8,786
3.8,3.9,775
3.9,4.0,853
4.0,4.1,858
4.1,4.2,850
4.2,4.3,940
4.3,4.4,887
4.4,4.5,919
4.5,4.6,990
4.6,4.7,996
4.7,4.8,943
4.8,4.9,1051
4.9,5.0,1080
