# n_ref,175
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,174
0.1,0.2,0
0.2,0.3,4
0.3,0.4,13
0.4,0.5,22
0.5,0.6,30
0.6,0.7,38
0.7,0.8,36
0.8,0.9,37
0.9,1.0,62
1.0,1.1,64
1.1,1.2,92
1.2,1.3,93
1.3,1.4,96
1.4,1.5,93
1.5,1.6,124
1.6,1.7,132
1.7,1.8,118
1.8,1.9,138
1.9,2.0,169
2.0,2.1,169
2.1,2.2,161
2.2,2.3,151
2.3,2.4,192
2.4,2.5,208
2.5,2.6,213
2.6,2.7,235
2.7,2.8,222
2.8,2.9,224
2.9,3.0,207
3.0,3.1,267
3.1,3.2,275
3.2,3.3,262
3.3,3.4,286
3.4,3.5,296
3.5,3.6,270
3.6,3.7,300
3.7,3.8,298
3.8,3.9,316
3.9,4.0,339
4.0,4.1,342
4.1,4.2,339
4.2,4.3,398
4.3,4.4,361
4.4,4.5,355
4.5,4.6,417
4.6,4.7,380
4.7,4.8,441
4.8,4.9,430
4.9,5.0,444
