# n_ref,63
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,1
0.4,0.5,1
0.5,0.6,0
0.6,0.7,1
0.7,0.8,3
0.8,0.9,3
0.9,1.0,3
1.0,1.1,1
1.1,1.2,3
1.2,1.3,3
1.3,1.4,6
1.4,1.5,7
1.5,1.6,13
1.6,1.7,7
1.7,1.8,10
1.8,1.9,14
1.9,2.0,19
2.0,2.1,8
2.1,2.2,16
2.2,2.3,10
2.3,2.4,16
2.4,2.5,15
2.5,2.6,16
2.6,2.7,16
2.7,2.8,21
2.8,2.9,19
2.9,3.0,20
3.0,3.1,28
3.1,3.2,22
3.2,3.3,29
3.3,3.4,26
3.4,3.5,25
3.5,3.6,26
3.6,3.7,21
3.7,3.8,23
3.8,3.9,20
3.9,4.0,30
4.0,4.1,28
4.1,4.2,26
4.2,4.3,37
4.3,4.4,24
4.4,4.5,33
4.5,4.6,35
4.6,4.7,27
4.7,4.8,28
4.8,4.9,36
4.9,5.0,32
