# n_ref,807
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,28
0.2,0.3,96
0.3,0.4,158
0.4,0.5,202
0.5,0.6,373
0.6,0.7,396
0.7,0.8,416
0.8,0.9,497
0.9,1.0,569
1.0,1.1,628
1.1,1.2,738
1.2,1.3,874
1.3,1.4,875
1.4,1.5,941
1.5,1.6,882
1.6,1.7,944
1.7,1.8,1050
1.8,1.9,1171
1.9,2.0,1175
2.0,2.1,1283
2.1,2.2,1268
2.2,2.3,1293
2.3,2.4,1373
2.4,2.5,1500
2.5,2.6,1536
2.6,2.7,1585
2.7,2.8,1542
2.8,2.9,1647
2.9,3.0,1703
3.0,3.1,1750
3.1,3.2,1789
3.2,3.3,1820
3.3,3.4,1872
3.4,3.5,1835
3.5,3.6,2049
3.6,3.7,2043
3.7,3.8,2103
3.8,3.9,2136
3.9,4.0,2208
4.0,4.1,2247
4.1,4.2,2299
4.2,4.3,2305
4.3,4.4,2346
4.4,4.5,2336
4.5,4.6,2449
4.6,4.7,2554
4.7,4.8,2575
4.8,4.9,2631
4.9,5.0,2817
