# n_ref,501
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,2
0.2,0.3,16
0.3,0.4,22
0.4,0.5,57
0.5,0.6,53
0.6,0.7,63
0.7,0.8,84
0.8,0.9,88
0.9,1.0,154
1.0,1.1,109
1.1,1.2,132
1.2,1.3,140
1.3,1.4,188
1.4,1.5,198
1.5,1.6,197
1.6,1.7,204
1.7,1.8,237
1.8,1.9,219
1.9,2.0,250
2.0,2.1,247
2.1,2.2,258
2.2,2.3,252
2.3,2.4,275
2.4,2.5,334
2.5,2.6,328
2.6,2.7,340
2.7,2.8,337
2.8,2.9,362
2.9,3.0,396
3.0,3.1,421
3.1,3.2,387
3.2,3.3,441
3.3,3.4,420
3.4,3.5,451
3.5,3.6,453
3.6,3.7,418
3.7,3.8,438
3.8,3.9,508
3.9,4.0,464
4.0,4.1,477
4.1,4.2,481
4.2,4.3,500
4.3,4.4,499
4.4,4.5,509
4.5,4.6,547
4.6,4.7,568
4.7,4.8,526
4.8,4.9,505
4.9,5.0,572
