# n_ref,139
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,0
0.4,0.5,0
0.5,0.6,0
0.6,0.7,0
0.7,0.8,2
0.8,0.9,1
0.9,1.0,2
1.0,1.1,1
1.1,1.2,4
1.2,1.3,7
1.3,1.4,6
1.4,1.5,8
1.5,1.6,15
1.6,1.7,24
1.7,1.8,21
1.8,1.9,16
1.9,2.0,11
2.0,2.1,22
2.1,2.2,29
2.2,2.3,24
2.3,2.4,29
2.4,2.5,31
2.5,2.6,36
2.6,2.7,41
2.7,2.8,41
2.8,2.9,38
2.9,3.0,46
3.0,3.1,40
3.1,3.2,39
3.2,3.3,47
3.3,3.4,41
3.4,3.5,56
3.5,3.6,59
3.6,3.7,61
3.7,3.8,58
3.8,3.9,52
3.9,4.0,63
4.0,4.1,57
4.1,4.2,85
4.2,4.3,62
4.3,4.4,59
4.4,4.5,67
4.5,4.6,80
4.6,4.7,77
4.7,4.8,76
4.8,4.9,92
4.9,5.0,92
