# n_ref,403
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,2
0.2,0.3,15
0.3,0.4,47
0.4,0.5,49
0.5,0.6,63
0.6,0.7,81
0.7,0.8,96
0.8,0.9,109
0.9,1.0,127
1.0,1.1,155
1.1,1.2,167
1.2,1.3,171
1.3,1.4,194
1.4,1.5,212
1.5,1.6,235
1.6,1.7,252
1.7,1.8,273
1.8,1.9,313
1.9,2.0,279
2.0,2.1,305
2.1,2.2,292
2.2,2.3,346
2.3,2.4,340
2.4,2.5,336
2.5,2.6,378
2.6,2.7,375
2.7,2.8,338
2.8,2.9,378
2.9,3.0,409
3.0,3.1,426
3.1,3.2,423
3.2,3.3,455
3.3,3.4,393
3.4,3.5,460
3.5,3.6,440
3.6,3.7,474
3.7,3.8,486
3.8,3.9,502
3.9,4.0,440
4.0,4.1,532
4.1,4.2,544
4.2,4.3,529
4.3,4.4,508
4.4,4.5,533
4.5,4.6,567
4.6,4.7,623
4.7,4.8,564
4.8,4.9,615
4.9,5.0,543
