# n_ref,235
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,233
0.1,0.2,0
0.2,0.3,0
0.3,0.4,2
0.4,0.5,5
0.5,0.6,32
0.6,0.7,27
0.7,0.8,34
0.8,0.9,39
0.9,1.0,59
1.0,1.1,87
1.1,1.2,138
1.2,1.3,223
1.3,1.4,201
1.4,1.5,188
1.5,1.6,181
1.6,1.7,198
1.7,1.8,230
1.8,1.9,240
1.9,2.0,252
2.0,2.1,265
2.1,2.2,260
2.2,2.3,304
2.3,2.4,331
2.4,2.5,363
2.5,2.6,350
2.6,2.7,374
2.7,2.8,391
2.8,2.9,383
2.9,3.0,415
3.0,3.1,372
3.1,3.2,366
3.2,3.3,401
3.3,3.4,425
3.4,3.5,424
3.5,3.6,440
3.6,3.7,443
3.7,3.8,475
3.8,3.9,501
3.9,4.0,532
4.0,4.1,534
4.1,4.2,537
4.2,4.3,536
4.3,4.4,589
4.4,4.5,561
4.5,4.6,575
4.6,4.7,572
4.7,4.8,579
4.8,4.9,693
4.9,5.0,656
