# n_ref,548
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,5
0.2,0.3,10
0.3,0.4,47
0.4,0.5,41
0.5,0.6,82
0.6,0.7,127
0.7,0.8,138
0.8,0.9,177
0.9,1.0,213
1.0,1.1,224
1.1,1.2,271
1.2,1.3,289
1.3,1.4,329
1.4,1.5,415
1.5,1.6,435
1.6,1.7,475
1.7,1.8,502
1.8,1.9,555
1.9,2.0,612
2.0,2.1,645
2.1,2.2,600
2.2,2.3,673
2.3,2.4,712
2.4,2.5,749
2.5,2.6,777
2.6,2.7,820
2.7,2.8,907
2.8,2.9,893
2.9,3.0,934
3.0,3.1,928
3.1,3.2,937
3.2,3.3,995
3.3,3.4,1002
3.4,3.5,1027
3.5,3.6,1086
3.6,3.7,1060
3.7,3.8,1054
3.8,3.9,1136
3.9,4.0,1132
4.0,4.1,1188
4.1,4.2,1209
4.2,4.3,1196
4.3,4.4,1255
4.4,4.5,1240
4.5,4.6,1225
4.6,4.7,1339
4.7,4.8,1312
4.8,4.9,1368
4.9,5.0,1433
