# n_ref,183
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,177
0.1,0.2,1
0.2,0.3,0
0.3,0.4,0
0.4,0.5,18
0.5,0.6,36
0.6,0.7,42
0.7,0.8,56
0.8,0.9,77
0.9,1.0,100
1.0,1.1,127
1.1,1.2,185
1.2,1.3,243
1.3,1.4,255
1.4,1.5,235
1.5,1.6,285
1.6,1.7,303
1.7,1.8,312
1.8,1.9,372
1.9,2.0,412
2.0,2.1,425
2.1,2.2,436
2.2,2.3,478
2.3,2.4,482
2.4,2.5,520
2.5,2.6,579
2.6,2.7,577
2.7,2.8,582
2.8,2.9,613
2.9,3.0,610
3.0,3.1,632
3.1,3.2,638
3.2,3.3,704
3.3,3.4,736
3.4,3.5,742
3.5,3.6,726
3.6,3.7,739
3.7,3.8,803
3.8,3.9,805
3.9,4.0,795
4.0,4.1,781
4.1,4.2,841
4.2,4.3,862
4.3,4.4,881
4.4,4.5,871
4.5,4.6,904
4.6,4.7,906
4.7,4.8,936
4.8,4.9,997
4.9,5.0,964
