# n_ref,988
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,0
0.4,0.5,0
0.5,0.6,6
0.6,0.7,8
0.7,0.8,20
0.8,0.9,25
0.9,1.0,28
1.0,1.1,28
1.1,1.2,52
1.2,1.3,58
1.3,1.4,52
1.4,1.5,66
1.5,1.6,77
1.6,1.7,94
1.7,1.8,81
1.8,1.9,100
1.9,2.0,90
2.0,2.1,116
2.1,2.2,124
2.2,2.3,111
2.3,2.4,145
2.4,2.5,142
2.5,2.6,152
2.6,2.7,173
2.7,2.8,193
2.8,2.9,185
2.9,3.0,179
3.0,3.1,183
3.1,3.2,201
3.2,3.3,220
3.3,3.4,239
3.4,3.5,228
3.5,3.6,213
3.6,3.7,241
3.7,3.8,228
3.8,3.9,281
3.9,4.0,263
4.0,4.1,266
4.1,4.2,296
4.2,4.3,260
4.3,4.4,298
4.4,4.5,296
4.5,4.6,287
4.6,4.7,339
4.7,4.8,330
4.8,4.9,331
4.9,5.0,342
