# n_ref,438
r_lo_arcsec,r_hi_arcsec,n_objects
0.0,0.1,0
0.1,0.2,0
0.2,0.3,0
0.3,0.4,0
0.4,0.5,0
0.5,0.6,0
0.6,0.7,3
0.7,0.8,6
0.8,0.9,10
0.9,1.0,8
1.0,1.1,13
1.1,1.2,29
1.2,1.3,26
1.3,1.4,34
1.4,1.5,36
1.5,1.6,32
1.6,1.7,64
1.7,1.8,53
1.8,1.9,52
1.9,2.0,71
2.0,2.1,80
2.1,2.2,88
2.2,2.3,79
2.3,2.4,78
2.4,2.5,83
2.5,2.6,104
2.6,2.7,118
2.7,2.8,137
2.8,2.9,94
2.9,3.0,126
3.0,3.1,140
3.1,3.2,125
3.2,3.3,145
3.3,3.4,148
3.4,3.5,150
3.5,3.6,159
3.6,3.7,155
3.7,3.8,168
3.8,3.9,157
3.9,4.0,197
4.0,4.1,178
4.1,4.2,200
4.2,4.3,201
4.3,4.4,205
4.4,4.5,191
4.5,4.6,216
4.6,4.7,195
4.7,4.8,209
4.8,4.9,220
4.9,5.0,248
